Start              	End                	Duration	Filename                                                                        	Procnum

File : ./pro_inter_daily_20180507000000.log
2018-05-07 05:29:55	2018-05-07 05:30:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108026.dat_DECODED_5160_HW_MSC_NET_VOICE             	611 
2018-05-07 05:30:02	2018-05-07 05:30:09	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108027.dat_DECODED_5168_HW_MSC_NET_VOICE             	591 
2018-05-07 05:30:09	2018-05-07 05:30:16	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108028.dat_DECODED_5174_HW_MSC_NET_VOICE             	584 
2018-05-07 05:30:16	2018-05-07 05:30:23	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108029.dat_DECODED_5180_HW_MSC_NET_VOICE             	629 
2018-05-07 05:30:23	2018-05-07 05:30:29	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108030.dat_DECODED_5190_HW_MSC_NET_VOICE             	588 
2018-05-07 05:30:30	2018-05-07 05:30:36	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108031.dat_DECODED_5194_HW_MSC_NET_VOICE             	580 
2018-05-07 05:30:36	2018-05-07 05:30:42	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108032.dat_DECODED_5198_HW_MSC_NET_VOICE             	569 
2018-05-07 05:30:42	2018-05-07 05:30:49	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108033.dat_DECODED_5205_HW_MSC_NET_VOICE             	619 
2018-05-07 05:30:49	2018-05-07 05:30:56	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108034.dat_DECODED_5213_HW_MSC_NET_VOICE             	560 
2018-05-07 05:30:56	2018-05-07 05:31:02	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108035.dat_DECODED_5221_HW_MSC_NET_VOICE             	603 
2018-05-07 05:31:02	2018-05-07 05:31:09	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108036.dat_DECODED_5228_HW_MSC_NET_VOICE             	563 
2018-05-07 05:31:09	2018-05-07 05:31:16	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108037.dat_DECODED_5234_HW_MSC_NET_VOICE             	627 
2018-05-07 05:31:16	2018-05-07 05:31:22	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108038.dat_DECODED_5242_HW_MSC_NET_VOICE             	601 
2018-05-07 05:31:22	2018-05-07 05:31:30	       8	AZF_MSSBHQH_3AZFHUA2_AP2b00108039.dat_DECODED_5249_HW_MSC_NET_VOICE             	645 
2018-05-07 05:31:30	2018-05-07 05:31:37	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108040.dat_DECODED_5255_HW_MSC_NET_VOICE             	649 
2018-05-07 05:31:37	2018-05-07 05:31:44	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108041.dat_DECODED_5263_HW_MSC_NET_VOICE             	643 
2018-05-07 05:31:44	2018-05-07 05:31:51	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108042.dat_DECODED_5267_HW_MSC_NET_VOICE             	605 
2018-05-07 05:31:51	2018-05-07 05:31:57	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108043.dat_DECODED_5275_HW_MSC_NET_VOICE             	605 
2018-05-07 05:31:58	2018-05-07 05:32:05	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108044.dat_DECODED_5282_HW_MSC_NET_VOICE             	632 
2018-05-07 05:32:05	2018-05-07 05:32:12	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108045.dat_DECODED_5287_HW_MSC_NET_VOICE             	659 
2018-05-07 05:32:12	2018-05-07 05:32:19	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108046.dat_DECODED_5296_HW_MSC_NET_VOICE             	652 
2018-05-07 05:32:19	2018-05-07 05:32:27	       8	AZF_MSSBHQH_3AZFHUA2_AP2b00108047.dat_DECODED_5305_HW_MSC_NET_VOICE             	644 
2018-05-07 05:32:27	2018-05-07 05:32:33	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108048.dat_DECODED_5308_HW_MSC_NET_VOICE             	604 
2018-05-07 05:32:34	2018-05-07 05:32:41	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108049.dat_DECODED_5317_HW_MSC_NET_VOICE             	641 
2018-05-07 05:32:41	2018-05-07 05:32:48	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108050.dat_DECODED_5321_HW_MSC_NET_VOICE             	616 
2018-05-07 05:32:48	2018-05-07 05:32:55	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108051.dat_DECODED_5329_HW_MSC_NET_VOICE             	596 
2018-05-07 05:32:55	2018-05-07 05:33:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108052.dat_DECODED_5337_HW_MSC_NET_VOICE             	641 
2018-05-07 05:33:02	2018-05-07 05:33:09	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108053.dat_DECODED_5342_HW_MSC_NET_VOICE             	604 
2018-05-07 05:33:09	2018-05-07 05:33:16	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108054.dat_DECODED_5350_HW_MSC_NET_VOICE             	577 
2018-05-07 05:33:16	2018-05-07 05:33:22	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108055.dat_DECODED_5357_HW_MSC_NET_VOICE             	533 
2018-05-07 05:33:22	2018-05-07 05:33:29	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108056.dat_DECODED_5363_HW_MSC_NET_VOICE             	595 
2018-05-07 05:33:29	2018-05-07 05:33:36	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108057.dat_DECODED_5372_HW_MSC_NET_VOICE             	589 
2018-05-07 05:33:36	2018-05-07 05:33:42	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108058.dat_DECODED_5379_HW_MSC_NET_VOICE             	578 
2018-05-07 05:33:42	2018-05-07 05:33:49	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108059.dat_DECODED_5385_HW_MSC_NET_VOICE             	590 
2018-05-07 05:33:49	2018-05-07 05:33:55	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108060.dat_DECODED_5392_HW_MSC_NET_VOICE             	580 
2018-05-07 05:33:55	2018-05-07 05:34:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108061.dat_DECODED_5398_HW_MSC_NET_VOICE             	586 
2018-05-07 05:34:02	2018-05-07 05:34:08	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108062.dat_DECODED_5405_HW_MSC_NET_VOICE             	577 
2018-05-07 05:34:08	2018-05-07 05:34:15	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108063.dat_DECODED_5414_HW_MSC_NET_VOICE             	610 
2018-05-07 05:34:15	2018-05-07 05:34:22	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108064.dat_DECODED_5419_HW_MSC_NET_VOICE             	566 
2018-05-07 05:34:22	2018-05-07 05:34:29	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108065.dat_DECODED_5425_HW_MSC_NET_VOICE             	605 
2018-05-07 05:34:29	2018-05-07 05:34:35	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108066.dat_DECODED_5436_HW_MSC_NET_VOICE             	557 
2018-05-07 05:34:35	2018-05-07 05:34:41	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108067.dat_DECODED_5440_HW_MSC_NET_VOICE             	548 
2018-05-07 05:34:41	2018-05-07 05:34:48	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108068.dat_DECODED_5443_HW_MSC_NET_VOICE             	585 
2018-05-07 05:34:48	2018-05-07 05:34:55	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108069.dat_DECODED_5452_HW_MSC_NET_VOICE             	612 
2018-05-07 05:34:55	2018-05-07 05:35:01	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108070.dat_DECODED_5459_HW_MSC_NET_VOICE             	584 

File : ./pro_inter_daily_20180507053501.log
2018-05-07 05:35:01	2018-05-07 05:35:08	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108071.dat_DECODED_5464_HW_MSC_NET_VOICE             	609 
2018-05-07 05:35:08	2018-05-07 05:35:15	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108072.dat_DECODED_5474_HW_MSC_NET_VOICE             	611 
2018-05-07 05:35:15	2018-05-07 05:35:22	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108073.dat_DECODED_5481_HW_MSC_NET_VOICE             	605 
2018-05-07 05:35:22	2018-05-07 05:35:28	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108074.dat_DECODED_5486_HW_MSC_NET_VOICE             	554 
2018-05-07 05:35:28	2018-05-07 05:35:35	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108075.dat_DECODED_5494_HW_MSC_NET_VOICE             	606 
2018-05-07 05:35:35	2018-05-07 05:35:42	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108076.dat_DECODED_5504_HW_MSC_NET_VOICE             	590 
2018-05-07 05:35:42	2018-05-07 05:35:48	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108077.dat_DECODED_5507_HW_MSC_NET_VOICE             	598 
2018-05-07 05:35:48	2018-05-07 05:35:55	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108078.dat_DECODED_5515_HW_MSC_NET_VOICE             	588 
2018-05-07 05:35:55	2018-05-07 05:36:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108079.dat_DECODED_5524_HW_MSC_NET_VOICE             	641 
2018-05-07 05:36:02	2018-05-07 05:36:08	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108080.dat_DECODED_5528_HW_MSC_NET_VOICE             	565 
2018-05-07 05:36:08	2018-05-07 05:36:16	       8	AZF_MSSBHQH_3AZFHUA2_AP2b00108081.dat_DECODED_5537_HW_MSC_NET_VOICE             	576 
2018-05-07 05:36:16	2018-05-07 05:36:22	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108082.dat_DECODED_5544_HW_MSC_NET_VOICE             	567 
2018-05-07 05:36:22	2018-05-07 05:36:29	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108083.dat_DECODED_5549_HW_MSC_NET_VOICE             	600 
2018-05-07 05:36:29	2018-05-07 05:36:35	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108084.dat_DECODED_5558_HW_MSC_NET_VOICE             	545 
2018-05-07 05:36:35	2018-05-07 05:36:42	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108085.dat_DECODED_5565_HW_MSC_NET_VOICE             	628 
2018-05-07 05:36:42	2018-05-07 05:36:49	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108086.dat_DECODED_5570_HW_MSC_NET_VOICE             	618 
2018-05-07 05:36:49	2018-05-07 05:36:55	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108087.dat_DECODED_5578_HW_MSC_NET_VOICE             	573 
2018-05-07 05:36:55	2018-05-07 05:37:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108088.dat_DECODED_5586_HW_MSC_NET_VOICE             	591 
2018-05-07 05:37:02	2018-05-07 05:37:08	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108089.dat_DECODED_5591_HW_MSC_NET_VOICE             	570 
2018-05-07 05:37:08	2018-05-07 05:37:15	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108090.dat_DECODED_5599_HW_MSC_NET_VOICE             	598 
2018-05-07 05:37:15	2018-05-07 05:37:21	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108091.dat_DECODED_5607_HW_MSC_NET_VOICE             	596 
2018-05-07 05:37:21	2018-05-07 05:37:28	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108092.dat_DECODED_5611_HW_MSC_NET_VOICE             	545 
2018-05-07 05:37:28	2018-05-07 05:37:34	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108093.dat_DECODED_5619_HW_MSC_NET_VOICE             	585 
2018-05-07 05:37:34	2018-05-07 05:37:40	       6	AZF_MSSBHQH_3AZFHUA1_b00137478.dat_DECODED_5625_HW_MSC_NET_VOICE                	533 
2018-05-07 05:37:40	2018-05-07 05:37:46	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108094.dat_DECODED_5626_HW_MSC_NET_VOICE             	561 
2018-05-07 05:37:46	2018-05-07 05:37:53	       7	AZF_MSSBHQH_3AZFHUA1_b00137479.dat_DECODED_5630_HW_MSC_NET_VOICE                	581 
2018-05-07 05:37:53	2018-05-07 05:37:59	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108095.dat_DECODED_5634_HW_MSC_NET_VOICE             	534 
2018-05-07 05:37:59	2018-05-07 05:38:07	       8	AZF_MSSBHQH_3AZFHUA1_b00137480.dat_DECODED_5637_HW_MSC_NET_VOICE                	709 
2018-05-07 05:38:07	2018-05-07 05:38:14	       7	AZF_MSSBHQH_3AZFHUA1_b00137481.dat_DECODED_5640_HW_MSC_NET_VOICE                	666 
2018-05-07 05:38:14	2018-05-07 05:38:21	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108096.dat_DECODED_5641_HW_MSC_NET_VOICE             	638 
2018-05-07 05:38:21	2018-05-07 05:38:28	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108097.dat_DECODED_5645_HW_MSC_NET_VOICE             	605 
2018-05-07 05:38:28	2018-05-07 05:38:36	       8	AZF_MSSBHQH_3AZFHUA1_b00137482.dat_DECODED_5648_HW_MSC_NET_VOICE                	694 
2018-05-07 05:38:36	2018-05-07 05:38:43	       7	AZF_MSSBHQH_3AZFHUA1_b00137483.dat_DECODED_5652_HW_MSC_NET_VOICE                	662 
2018-05-07 05:38:43	2018-05-07 05:38:50	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108098.dat_DECODED_5653_HW_MSC_NET_VOICE             	577 
2018-05-07 05:38:50	2018-05-07 05:38:57	       7	AZF_MSSBHQH_3AZFHUA1_b00137484.dat_DECODED_5659_HW_MSC_NET_VOICE                	674 
2018-05-07 05:38:57	2018-05-07 05:39:04	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108099.dat_DECODED_5660_HW_MSC_NET_VOICE             	614 
2018-05-07 05:39:04	2018-05-07 05:39:12	       8	AZF_MSSBHQH_3AZFHUA1_b00137485.dat_DECODED_5662_HW_MSC_NET_VOICE                	672 
2018-05-07 05:39:12	2018-05-07 05:39:20	       8	AZF_MSSBHQH_3AZFHUA1_b00137486.dat_DECODED_5666_HW_MSC_NET_VOICE                	684 
2018-05-07 05:39:20	2018-05-07 05:39:26	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108100.dat_DECODED_5667_HW_MSC_NET_VOICE             	598 
2018-05-07 05:39:26	2018-05-07 05:39:34	       8	AZF_MSSBHQH_3AZFHUA2_AP2b00108101.dat_DECODED_5673_HW_MSC_NET_VOICE             	631 
2018-05-07 05:39:34	2018-05-07 05:39:42	       8	AZF_MSSBHQH_3AZFHUA1_b00137487.dat_DECODED_5674_HW_MSC_NET_VOICE                	681 
2018-05-07 05:39:42	2018-05-07 05:39:49	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108102.dat_DECODED_5679_HW_MSC_NET_VOICE             	626 
2018-05-07 05:39:49	2018-05-07 05:39:56	       7	AZF_MSSBHQH_3AZFHUA1_b00137488.dat_DECODED_5680_HW_MSC_NET_VOICE                	685 
2018-05-07 05:39:56	2018-05-07 05:40:04	       8	AZF_MSSBHQH_3AZFHUA1_b00137489.dat_DECODED_5683_HW_MSC_NET_VOICE                	672 
2018-05-07 05:40:04	2018-05-07 05:40:11	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108103.dat_DECODED_5686_HW_MSC_NET_VOICE             	639 
2018-05-07 05:40:11	2018-05-07 05:40:18	       7	AZF_MSSBHQH_3AZFHUA1_b00137490.dat_DECODED_5691_HW_MSC_NET_VOICE                	612 
2018-05-07 05:40:18	2018-05-07 05:40:25	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108104.dat_DECODED_5693_HW_MSC_NET_VOICE             	554 
2018-05-07 05:40:25	2018-05-07 05:40:32	       7	AZF_MSSBHQH_3AZFHUA1_b00137491.dat_DECODED_5694_HW_MSC_NET_VOICE                	674 
2018-05-07 05:40:32	2018-05-07 05:40:39	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108105.dat_DECODED_5699_HW_MSC_NET_VOICE             	605 
2018-05-07 05:40:39	2018-05-07 05:40:46	       7	AZF_MSSBHQH_3AZFHUA1_b00137492.dat_DECODED_5700_HW_MSC_NET_VOICE                	607 
2018-05-07 05:40:46	2018-05-07 05:40:53	       7	AZF_MSSBHQH_3AZFHUA1_b00137493.dat_DECODED_5705_HW_MSC_NET_VOICE                	670 
2018-05-07 05:40:53	2018-05-07 05:40:59	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108106.dat_DECODED_5708_HW_MSC_NET_VOICE             	556 
2018-05-07 05:40:59	2018-05-07 05:41:06	       7	AZF_MSSBHQH_3AZFHUA1_b00137494.dat_DECODED_5711_HW_MSC_NET_VOICE                	641 
2018-05-07 05:41:06	2018-05-07 05:41:13	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108107.dat_DECODED_5715_HW_MSC_NET_VOICE             	585 
2018-05-07 05:41:13	2018-05-07 05:41:20	       7	AZF_MSSBHQH_3AZFHUA1_b00137495.dat_DECODED_5717_HW_MSC_NET_VOICE                	626 
2018-05-07 05:41:20	2018-05-07 05:41:27	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108108.dat_DECODED_5721_HW_MSC_NET_VOICE             	627 
2018-05-07 05:41:27	2018-05-07 05:41:34	       7	AZF_MSSBHQH_3AZFHUA1_b00137496.dat_DECODED_5722_HW_MSC_NET_VOICE                	629 
2018-05-07 05:41:34	2018-05-07 05:41:41	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108109.dat_DECODED_5727_HW_MSC_NET_VOICE             	612 
2018-05-07 05:41:41	2018-05-07 05:41:48	       7	AZF_MSSBHQH_3AZFHUA1_b00137497.dat_DECODED_5728_HW_MSC_NET_VOICE                	618 
2018-05-07 05:41:48	2018-05-07 05:41:54	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108110.dat_DECODED_5733_HW_MSC_NET_VOICE             	583 
2018-05-07 05:41:54	2018-05-07 05:42:01	       7	AZF_MSSBHQH_3AZFHUA1_b00137498.dat_DECODED_5734_HW_MSC_NET_VOICE                	644 
2018-05-07 05:42:01	2018-05-07 05:42:08	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108111.dat_DECODED_5737_HW_MSC_NET_VOICE             	539 
2018-05-07 05:42:08	2018-05-07 05:42:14	       6	AZF_MSSBHQH_3AZFHUA1_b00137499.dat_DECODED_5740_HW_MSC_NET_VOICE                	592 
2018-05-07 05:42:14	2018-05-07 05:42:21	       7	AZF_MSSBHQH_3AZFHUA1_b00137500.dat_DECODED_5745_HW_MSC_NET_VOICE                	622 
2018-05-07 05:42:21	2018-05-07 05:42:28	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108112.dat_DECODED_5747_HW_MSC_NET_VOICE             	578 
2018-05-07 05:42:28	2018-05-07 05:42:34	       6	AZF_MSSBHQH_3AZFHUA1_b00137501.dat_DECODED_5751_HW_MSC_NET_VOICE                	619 
2018-05-07 05:42:35	2018-05-07 05:42:42	       7	AZF_MSSBHQH_3AZFHUA1_b00137502.dat_DECODED_5754_HW_MSC_NET_VOICE                	656 
2018-05-07 05:42:42	2018-05-07 05:42:48	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108113.dat_DECODED_5757_HW_MSC_NET_VOICE             	564 
2018-05-07 05:42:48	2018-05-07 05:42:55	       7	AZF_MSSBHQH_3AZFHUA1_b00137503.dat_DECODED_5760_HW_MSC_NET_VOICE                	607 
2018-05-07 05:42:55	2018-05-07 05:43:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108114.dat_DECODED_5763_HW_MSC_NET_VOICE             	584 
2018-05-07 05:43:02	2018-05-07 05:43:09	       7	AZF_MSSBHQH_3AZFHUA1_b00137504.dat_DECODED_5766_HW_MSC_NET_VOICE                	616 
2018-05-07 05:43:09	2018-05-07 05:43:16	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108115.dat_DECODED_5769_HW_MSC_NET_VOICE             	599 
2018-05-07 05:43:16	2018-05-07 05:43:23	       7	AZF_MSSBHQH_3AZFHUA1_b00137505.dat_DECODED_5772_HW_MSC_NET_VOICE                	594 
2018-05-07 05:43:23	2018-05-07 05:43:29	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108116.dat_DECODED_5775_HW_MSC_NET_VOICE             	582 
2018-05-07 05:43:29	2018-05-07 05:43:36	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108117.dat_DECODED_5781_HW_MSC_NET_VOICE             	571 
2018-05-07 05:43:36	2018-05-07 05:43:42	       6	AZF_MSSBHQH_3AZFHUA1_b00137506.dat_DECODED_5778_HW_MSC_NET_VOICE                	590 
2018-05-07 05:43:42	2018-05-07 05:43:49	       7	AZF_MSSBHQH_3AZFHUA1_b00137507.dat_DECODED_5783_HW_MSC_NET_VOICE                	605 
2018-05-07 05:43:49	2018-05-07 05:43:55	       6	AZF_MSSBHQH_3AZFHUA1_b00137508.dat_DECODED_5788_HW_MSC_NET_VOICE                	571 
2018-05-07 05:43:55	2018-05-07 05:44:02	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108118.dat_DECODED_5791_HW_MSC_NET_VOICE             	551 
2018-05-07 05:44:02	2018-05-07 05:44:08	       6	AZF_MSSBHQH_3AZFHUA1_b00137509.dat_DECODED_5795_HW_MSC_NET_VOICE                	583 
2018-05-07 05:44:08	2018-05-07 05:44:14	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108119.dat_DECODED_5797_HW_MSC_NET_VOICE             	560 
2018-05-07 05:44:14	2018-05-07 05:44:21	       7	AZF_MSSBHQH_3AZFHUA1_b00137510.dat_DECODED_5799_HW_MSC_NET_VOICE                	619 
2018-05-07 05:44:21	2018-05-07 05:44:28	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108120.dat_DECODED_5802_HW_MSC_NET_VOICE             	571 
2018-05-07 05:44:28	2018-05-07 05:44:34	       6	AZF_MSSBHQH_3AZFHUA1_b00137511.dat_DECODED_5806_HW_MSC_NET_VOICE                	569 
2018-05-07 05:44:34	2018-05-07 05:44:40	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108121.dat_DECODED_5807_HW_MSC_NET_VOICE             	523 
2018-05-07 05:44:40	2018-05-07 05:44:46	       6	AZF_MSSBHQH_3AZFHUA1_b00137512.dat_DECODED_5813_HW_MSC_NET_VOICE                	590 
2018-05-07 05:44:46	2018-05-07 05:44:53	       7	AZF_MSSBHQH_3AZFHUA1_b00137513.dat_DECODED_5815_HW_MSC_NET_VOICE                	615 
2018-05-07 05:44:53	2018-05-07 05:44:59	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108122.dat_DECODED_5818_HW_MSC_NET_VOICE             	546 
2018-05-07 05:44:59	2018-05-07 05:45:06	       7	AZF_MSSBHQH_3AZFHUA2_AP2b00108123.dat_DECODED_5821_HW_MSC_NET_VOICE             	532 
2018-05-07 05:45:06	2018-05-07 05:45:12	       6	AZF_MSSBHQH_3AZFHUA1_b00137514.dat_DECODED_5822_HW_MSC_NET_VOICE                	571 
2018-05-07 05:45:12	2018-05-07 05:45:18	       6	AZF_MSSBHQH_3AZFHUA1_b00137515.dat_DECODED_5827_HW_MSC_NET_VOICE                	560 
2018-05-07 05:45:18	2018-05-07 05:45:24	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108124.dat_DECODED_5831_HW_MSC_NET_VOICE             	518 
2018-05-07 05:45:24	2018-05-07 05:45:31	       7	AZF_MSSBHQH_3AZFHUA1_b00137516.dat_DECODED_5833_HW_MSC_NET_VOICE                	562 
2018-05-07 05:45:31	2018-05-07 05:45:37	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108125.dat_DECODED_5837_HW_MSC_NET_VOICE             	523 
2018-05-07 05:45:37	2018-05-07 05:45:43	       6	AZF_MSSBHQH_3AZFHUA1_b00137517.dat_DECODED_5839_HW_MSC_NET_VOICE                	595 
2018-05-07 05:45:43	2018-05-07 05:45:49	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108126.dat_DECODED_5843_HW_MSC_NET_VOICE             	513 
2018-05-07 05:45:49	2018-05-07 05:45:56	       7	AZF_MSSBHQH_3AZFHUA1_b00137518.dat_DECODED_5844_HW_MSC_NET_VOICE                	560 
2018-05-07 05:45:56	2018-05-07 05:46:02	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108127.dat_DECODED_5849_HW_MSC_NET_VOICE             	555 
2018-05-07 05:46:02	2018-05-07 05:46:09	       7	AZF_MSSBHQH_3AZFHUA1_b00137519.dat_DECODED_5851_HW_MSC_NET_VOICE                	617 
2018-05-07 05:46:09	2018-05-07 05:46:15	       6	AZF_MSSBHQH_3AZFHUA1_b00137520.dat_DECODED_5855_HW_MSC_NET_VOICE                	526 
2018-05-07 05:46:16	2018-05-07 05:46:21	       5	AZF_MSSBHQH_3AZFHUA2_AP2b00108128.dat_DECODED_5857_HW_MSC_NET_VOICE             	491 
2018-05-07 05:46:21	2018-05-07 05:46:27	       6	AZF_MSSBHQH_3AZFHUA1_b00137521.dat_DECODED_5862_HW_MSC_NET_VOICE                	550 
2018-05-07 05:46:28	2018-05-07 05:46:33	       5	AZF_MSSBHQH_3AZFHUA2_AP2b00108129.dat_DECODED_5863_HW_MSC_NET_VOICE             	477 
2018-05-07 05:46:33	2018-05-07 05:46:39	       6	AZF_MSSBHQH_3AZFHUA1_b00137522.dat_DECODED_5868_HW_MSC_NET_VOICE                	582 
2018-05-07 05:46:39	2018-05-07 05:46:45	       6	AZF_MSSBHQH_3AZFHUA1_b00137523.dat_DECODED_5872_HW_MSC_NET_VOICE                	516 
2018-05-07 05:46:45	2018-05-07 05:46:51	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108130.dat_DECODED_5871_HW_MSC_NET_VOICE             	481 
2018-05-07 05:46:51	2018-05-07 05:46:56	       5	AZF_MSSBHQH_3AZFHUA2_AP2b00108131.dat_DECODED_5877_HW_MSC_NET_VOICE             	498 
2018-05-07 05:46:56	2018-05-07 05:47:02	       6	AZF_MSSBHQH_3AZFHUA1_b00137524.dat_DECODED_5879_HW_MSC_NET_VOICE                	570 
2018-05-07 05:47:02	2018-05-07 05:47:09	       7	AZF_MSSBHQH_3AZFHUA1_b00137525.dat_DECODED_5882_HW_MSC_NET_VOICE                	550 
2018-05-07 05:47:09	2018-05-07 05:47:14	       5	AZF_MSSBHQH_3AZFHUA2_AP2b00108132.dat_DECODED_5885_HW_MSC_NET_VOICE             	437 
2018-05-07 05:47:14	2018-05-07 05:47:19	       5	AZF_MSSBHQH_3AZFHUA1_b00137526.dat_DECODED_5888_HW_MSC_NET_VOICE                	521 
2018-05-07 05:47:19	2018-05-07 05:47:25	       6	AZF_MSSBHQH_3AZFHUA2_AP2b00108133.dat_DECODED_5890_HW_MSC_NET_VOICE             	503 
2018-05-07 05:47:25	2018-05-07 05:47:30	       5	AZF_MSSBHQH_3AZFHUA1_b00137527.dat_DECODED_5894_HW_MSC_NET_VOICE                	490 
2018-05-07 05:47:30	2018-05-07 05:47:35	       5	AZF_MSSBHQH_3AZFHUA2_AP2b00108134.dat_DECODED_5897_HW_MSC_NET_VOICE             	448 
2018-05-07 05:47:35	2018-05-07 05:47:41	       6	AZF_MSSBHQH_3AZFHUA1_b00137528.dat_DECODED_5899_HW_MSC_NET_VOICE                	543 
